itr,IS_mean,IS_std,FID,_stamp
2000,4.183486461639404,0.03538470342755318,72.51549224791574,1764781743.3211617
4000,5.220000743865967,0.04805491864681244,67.2341506721715,1764782023.1611543
6000,5.495322227478027,0.06073040887713432,64.54712854596971,1764782307.5683975
8000,5.881065845489502,0.08582444489002228,60.859103805287816,1764782589.504198
10000,5.949375629425049,0.07151336967945099,57.58116245016015,1764782870.5637944
